dwell,emme_id,from_station,index,time_period,to_station,tt_minutes
60.0,GT02Ae,Milton Station,0,AM,Trafalgar Station,5.0
60.0,GT02Ae,Trafalgar Station,1,AM,Lisgar Station,4.0
60.0,GT02Ae,Lisgar Station,2,AM,Meadowvale Station,3.5
60.0,GT02Ae,Meadowvale Station,3,AM,Streetsville Station,4.5
60.0,GT02Ae,Streetsville Station,4,AM,Erindale Station,4.5
60.0,GT02Ae,Erindale Station,5,AM,Cooksville Station,4.75
60.0,GT02Ae,Cooksville Station,6,AM,Dixie Station,4.25
60.0,GT02Ae,Dixie Station,7,AM,Kipling Station,4.25
0.0,GT02Ae,Kipling Station,8,AM,Union Station,14.47222222
60.0,GT02Be,Milton Station,0,AM,Trafalgar Station,5.333333333
60.0,GT02Be,Trafalgar Station,1,AM,Lisgar Station,3.75
60.0,GT02Be,Lisgar Station,2,AM,Meadowvale Station,3.5
60.0,GT02Be,Meadowvale Station,3,AM,Streetsville Station,4.25
60.0,GT02Be,Streetsville Station,4,AM,Erindale Station,4.5
60.0,GT02Be,Erindale Station,5,AM,Cooksville Station,4.75
60.0,GT02Be,Cooksville Station,6,AM,Dixie Station,4.0
60.0,GT02Be,Dixie Station,7,AM,Kipling Station,4.25
0.0,GT02Be,Kipling Station,8,AM,Union Station,14.5
60.0,GT02Be,Milton Station,0,EV,Trafalgar Station,5.5
60.0,GT02Be,Trafalgar Station,1,EV,Lisgar Station,3.75
60.0,GT02Be,Lisgar Station,2,EV,Meadowvale Station,3.5
60.0,GT02Be,Meadowvale Station,3,EV,Streetsville Station,4.25
60.0,GT02Be,Streetsville Station,4,EV,Erindale Station,4.5
60.0,GT02Be,Erindale Station,5,EV,Cooksville Station,4.75
60.0,GT02Be,Cooksville Station,6,EV,Dixie Station,4.0
60.0,GT02Be,Dixie Station,7,EV,Kipling Station,4.25
0.0,GT02Be,Kipling Station,8,EV,Union Station,14.5
60.0,GT02Be,Milton Station,0,MD,Trafalgar Station,5.5
60.0,GT02Be,Trafalgar Station,1,MD,Lisgar Station,3.75
60.0,GT02Be,Lisgar Station,2,MD,Meadowvale Station,3.5
60.0,GT02Be,Meadowvale Station,3,MD,Streetsville Station,4.25
60.0,GT02Be,Streetsville Station,4,MD,Erindale Station,4.5
60.0,GT02Be,Erindale Station,5,MD,Cooksville Station,4.75
60.0,GT02Be,Cooksville Station,6,MD,Dixie Station,4.0
60.0,GT02Be,Dixie Station,7,MD,Kipling Station,4.25
0.0,GT02Be,Kipling Station,8,MD,Union Station,14.5
60.0,GT02Aw,Union Station,0,EV,Kipling Station,13.5
60.0,GT02Aw,Kipling Station,1,EV,Dixie Station,4.0
60.0,GT02Aw,Dixie Station,2,EV,Cooksville Station,4.25
60.0,GT02Aw,Cooksville Station,3,EV,Erindale Station,4.25
60.0,GT02Aw,Erindale Station,4,EV,Streetsville Station,3.95
60.0,GT02Aw,Streetsville Station,5,EV,Meadowvale Station,4.5
60.0,GT02Aw,Meadowvale Station,6,EV,Lisgar Station,3.75
60.0,GT02Aw,Lisgar Station,7,EV,Trafalgar Station,3.75
0.0,GT02Aw,Trafalgar Station,8,EV,Milton Station,5.5
60.0,GT02Aw,Union Station,0,MD,Kipling Station,13.5
60.0,GT02Aw,Kipling Station,1,MD,Dixie Station,4.0
60.0,GT02Aw,Dixie Station,2,MD,Cooksville Station,4.25
60.0,GT02Aw,Cooksville Station,3,MD,Erindale Station,4.25
60.0,GT02Aw,Erindale Station,4,MD,Streetsville Station,3.75
60.0,GT02Aw,Streetsville Station,5,MD,Meadowvale Station,4.5
60.0,GT02Aw,Meadowvale Station,6,MD,Lisgar Station,3.75
60.0,GT02Aw,Lisgar Station,7,MD,Trafalgar Station,3.75
0.0,GT02Aw,Trafalgar Station,8,MD,Milton Station,5.5
60.0,GT02Bw,Union Station,0,PM,Kipling Station,13.5
60.0,GT02Bw,Kipling Station,1,PM,Dixie Station,4.0
60.0,GT02Bw,Dixie Station,2,PM,Cooksville Station,4.25
60.0,GT02Bw,Cooksville Station,3,PM,Erindale Station,4.25
60.0,GT02Bw,Erindale Station,4,PM,Streetsville Station,3.75
60.0,GT02Bw,Streetsville Station,5,PM,Meadowvale Station,4.5
60.0,GT02Bw,Meadowvale Station,6,PM,Lisgar Station,3.75
60.0,GT02Bw,Lisgar Station,7,PM,Trafalgar Station,3.75
0.0,GT02Bw,Trafalgar Station,8,PM,Milton Station,5.5
30.0,GT03Ae,Pearson Station,0,AM,Woodbine Station,5.25
30.0,GT03Ae,Woodbine Station,1,AM,Mt. Dennis Station,6.25
30.0,GT03Ae,Mt. Dennis Station,2,AM,Bloor Station,3.25
0.0,GT03Ae,Bloor Station,3,AM,Union Station,8.0
30.0,GT03Ae,Pearson Station,0,EV,Woodbine Station,5.25
30.0,GT03Ae,Woodbine Station,1,EV,Mt. Dennis Station,6.25
30.0,GT03Ae,Mt. Dennis Station,2,EV,Bloor Station,3.25
0.0,GT03Ae,Bloor Station,3,EV,Union Station,8.0
30.0,GT03Ae,Pearson Station,0,MD,Woodbine Station,5.25
30.0,GT03Ae,Woodbine Station,1,MD,Mt. Dennis Station,6.25
30.0,GT03Ae,Mt. Dennis Station,2,MD,Bloor Station,3.25
0.0,GT03Ae,Bloor Station,3,MD,Union Station,8.0
30.0,GT03Ae,Pearson Station,0,PM,Woodbine Station,5.25
30.0,GT03Ae,Woodbine Station,1,PM,Mt. Dennis Station,6.25
30.0,GT03Ae,Mt. Dennis Station,2,PM,Bloor Station,3.25
0.0,GT03Ae,Bloor Station,3,PM,Union Station,8.0
30.0,GT03Be,Pearson Station,0,AM,Woodbine Station,5.25
30.0,GT03Be,Woodbine Station,1,AM,Weston Station,5.0
30.0,GT03Be,Weston Station,2,AM,St. Clair West Station,3.25
30.0,GT03Be,St. Clair West Station,3,AM,Bloor Station,2.0
30.0,GT03Be,Bloor Station,4,AM,King-Liberty Station,2.5
0.0,GT03Be,King-Liberty Station,5,AM,Union Station,6.0
30.0,GT03Be,Pearson Station,0,EV,Woodbine Station,5.25
30.0,GT03Be,Woodbine Station,1,EV,Weston Station,5.0
30.0,GT03Be,Weston Station,2,EV,St. Clair West Station,3.25
30.0,GT03Be,St. Clair West Station,3,EV,Bloor Station,2.0
30.0,GT03Be,Bloor Station,4,EV,King-Liberty Station,2.5
0.0,GT03Be,King-Liberty Station,5,EV,Union Station,6.0
30.0,GT03Be,Pearson Station,0,MD,Woodbine Station,5.25
30.0,GT03Be,Woodbine Station,1,MD,Weston Station,5.0
30.0,GT03Be,Weston Station,2,MD,St. Clair West Station,3.25
30.0,GT03Be,St. Clair West Station,3,MD,Bloor Station,2.0
30.0,GT03Be,Bloor Station,4,MD,King-Liberty Station,2.5
0.0,GT03Be,King-Liberty Station,5,MD,Union Station,5.958333333
30.0,GT03Be,Pearson Station,0,PM,Woodbine Station,5.25
30.0,GT03Be,Woodbine Station,1,PM,Weston Station,5.0
30.0,GT03Be,Weston Station,2,PM,St. Clair West Station,3.25
30.0,GT03Be,St. Clair West Station,3,PM,Bloor Station,2.0
30.0,GT03Be,Bloor Station,4,PM,King-Liberty Station,2.5
0.0,GT03Be,King-Liberty Station,5,PM,Union Station,6.0
75.0,GT03Ce,Mt. Pleasant Station,0,AM,Brampton Station,4.75
75.0,GT03Ce,Brampton Station,1,AM,Bramalea Station,5.75
60.0,GT03Ce,Bramalea Station,2,AM,Malton Station,5.25
60.0,GT03Ce,Malton Station,3,AM,Woodbine Station,3.5
60.0,GT03Ce,Woodbine Station,4,AM,Weston Station,5.75
60.0,GT03Ce,Weston Station,5,AM,Mt. Dennis Station,2.75
60.0,GT03Ce,Mt. Dennis Station,6,AM,St. Clair West Station,2.5
60.0,GT03Ce,St. Clair West Station,7,AM,Bloor Station,2.75
60.0,GT03Ce,Bloor Station,8,AM,King-Liberty Station,3.0
0.0,GT03Ce,King-Liberty Station,9,AM,Union Station,4.75
60.0,GT03De,Mt. Pleasant Station,0,AM,Brampton Station,5.0
60.0,GT03De,Brampton Station,1,AM,Bramalea Station,5.75
60.0,GT03De,Bramalea Station,2,AM,Malton Station,5.25
60.0,GT03De,Malton Station,3,AM,Woodbine Station,3.5
60.0,GT03De,Woodbine Station,4,AM,Weston Station,5.75
60.0,GT03De,Weston Station,5,AM,Mt. Dennis Station,2.75
60.0,GT03De,Mt. Dennis Station,6,AM,St. Clair West Station,2.5
60.0,GT03De,St. Clair West Station,7,AM,Bloor Station,2.75
60.0,GT03De,Bloor Station,8,AM,King-Liberty Station,3.0
0.0,GT03De,King-Liberty Station,9,AM,Union Station,4.75
75.0,GT03Ee,Mt. Pleasant Station,0,AM,Brampton Station,4.75
75.0,GT03Ee,Brampton Station,1,AM,Bramalea Station,5.75
60.0,GT03Ee,Bramalea Station,2,AM,Malton Station,5.25
60.0,GT03Ee,Malton Station,3,AM,Woodbine Station,3.5
60.0,GT03Ee,Woodbine Station,4,AM,Bloor Station,9.25
0.0,GT03Ee,Bloor Station,5,AM,Union Station,7.5
70.0,GT03Ee,Mt. Pleasant Station,0,EV,Brampton Station,4.833333333333333
70.0,GT03Ee,Brampton Station,1,EV,Bramalea Station,5.75
60.0,GT03Ee,Bramalea Station,2,EV,Malton Station,5.5
60.0,GT03Ee,Malton Station,3,EV,Woodbine Station,3.5
60.0,GT03Ee,Woodbine Station,4,EV,Bloor Station,9.583333333333334
0.0,GT03Ee,Bloor Station,5,EV,Union Station,7.5
70.0,GT03Ee,Mt. Pleasant Station,0,MD,Brampton Station,4.833333333333333
70.0,GT03Ee,Brampton Station,1,MD,Bramalea Station,5.75
60.0,GT03Ee,Bramalea Station,2,MD,Malton Station,5.45833333325
60.0,GT03Ee,Malton Station,3,MD,Woodbine Station,3.5
60.0,GT03Ee,Woodbine Station,4,MD,Bloor Station,9.583333333333334
0.0,GT03Ee,Bloor Station,5,MD,Union Station,7.5
75.0,GT03Ee,Mt. Pleasant Station,0,PM,Brampton Station,4.75
75.0,GT03Ee,Brampton Station,1,PM,Bramalea Station,5.75
60.0,GT03Ee,Bramalea Station,2,PM,Malton Station,5.583333333333333
60.0,GT03Ee,Malton Station,3,PM,Woodbine Station,3.5
60.0,GT03Ee,Woodbine Station,4,PM,Bloor Station,9.75
0.0,GT03Ee,Bloor Station,5,PM,Union Station,7.5
90.0,GT03Fe,Mt. Pleasant Station,0,EV,Brampton Station,4.5
90.0,GT03Fe,Brampton Station,1,EV,Bramalea Station,5.75
60.0,GT03Fe,Bramalea Station,2,EV,Malton Station,5.75
60.0,GT03Fe,Malton Station,3,EV,Woodbine Station,3.5
60.0,GT03Fe,Woodbine Station,4,EV,Bloor Station,9.75
0.0,GT03Fe,Bloor Station,5,EV,Union Station,7.5
70.0,GT03Fe,Mt. Pleasant Station,0,PM,Brampton Station,4.833333333333333
70.0,GT03Fe,Brampton Station,1,PM,Bramalea Station,5.75
60.0,GT03Fe,Bramalea Station,2,PM,Malton Station,5.416666666666667
60.0,GT03Fe,Malton Station,3,PM,Woodbine Station,3.5
60.0,GT03Fe,Woodbine Station,4,PM,Bloor Station,9.416666666666666
0.0,GT03Fe,Bloor Station,5,PM,Union Station,7.5
60.0,GT03Ge,Bramalea Station,0,AM,Malton Station,5.25
60.0,GT03Ge,Malton Station,1,AM,Woodbine Station,3.5
60.0,GT03Ge,Woodbine Station,2,AM,Weston Station,5.75
60.0,GT03Ge,Weston Station,3,AM,Mt. Dennis Station,2.75
60.0,GT03Ge,Mt. Dennis Station,4,AM,St. Clair West Station,2.5
60.0,GT03Ge,St. Clair West Station,5,AM,Bloor Station,2.75
60.0,GT03Ge,Bloor Station,6,AM,King-Liberty Station,3.0
0.0,GT03Ge,King-Liberty Station,7,AM,Union Station,4.75
60.0,GT03Ge,Bramalea Station,0,EV,Malton Station,5.5
60.0,GT03Ge,Malton Station,1,EV,Woodbine Station,3.5
60.0,GT03Ge,Woodbine Station,2,EV,Weston Station,5.75
60.0,GT03Ge,Weston Station,3,EV,Mt. Dennis Station,2.75
60.0,GT03Ge,Mt. Dennis Station,4,EV,St. Clair West Station,2.5
60.0,GT03Ge,St. Clair West Station,5,EV,Bloor Station,2.75
60.0,GT03Ge,Bloor Station,6,EV,King-Liberty Station,3.0
0.0,GT03Ge,King-Liberty Station,7,EV,Union Station,4.75
60.0,GT03Ge,Bramalea Station,0,MD,Malton Station,5.45833333325
60.0,GT03Ge,Malton Station,1,MD,Woodbine Station,3.5
60.0,GT03Ge,Woodbine Station,2,MD,Weston Station,5.75
60.0,GT03Ge,Weston Station,3,MD,Mt. Dennis Station,2.75
60.0,GT03Ge,Mt. Dennis Station,4,MD,St. Clair West Station,2.5
60.0,GT03Ge,St. Clair West Station,5,MD,Bloor Station,2.75
60.0,GT03Ge,Bloor Station,6,MD,King-Liberty Station,3.0
0.0,GT03Ge,King-Liberty Station,7,MD,Union Station,4.75
60.0,GT03Ge,Bramalea Station,0,PM,Malton Station,5.583333333333333
60.0,GT03Ge,Malton Station,1,PM,Woodbine Station,3.5
60.0,GT03Ge,Woodbine Station,2,PM,Weston Station,5.75
60.0,GT03Ge,Weston Station,3,PM,Mt. Dennis Station,2.75
60.0,GT03Ge,Mt. Dennis Station,4,PM,St. Clair West Station,2.5
60.0,GT03Ge,St. Clair West Station,5,PM,Bloor Station,2.75
60.0,GT03Ge,Bloor Station,6,PM,King-Liberty Station,3.0
0.0,GT03Ge,King-Liberty Station,7,PM,Union Station,4.75
60.0,GT03He,Kitchener Station,0,AM,Breslau Station,6.25
60.0,GT03He,Breslau Station,1,AM,Guelph Station,13.0
60.0,GT03He,Guelph Station,2,AM,Acton Station,14.25
60.0,GT03He,Acton Station,3,AM,Georgetown Station,7.5
60.0,GT03He,Georgetown Station,4,AM,Mt. Pleasant Station,6.25
75.0,GT03He,Mt. Pleasant Station,5,AM,Brampton Station,4.75
75.0,GT03He,Brampton Station,6,AM,Bramalea Station,5.75
60.0,GT03He,Bramalea Station,7,AM,Malton Station,5.25
60.0,GT03He,Malton Station,8,AM,Woodbine Station,3.5
60.0,GT03He,Woodbine Station,9,AM,Bloor Station,9.25
0.0,GT03He,Bloor Station,10,AM,Union Station,7.5
60.0,GT03He,Kitchener Station,0,EV,Breslau Station,6.375
60.0,GT03He,Breslau Station,1,EV,Guelph Station,13.0
60.0,GT03He,Guelph Station,2,EV,Acton Station,14.25
60.0,GT03He,Acton Station,3,EV,Georgetown Station,7.5
60.0,GT03He,Georgetown Station,4,EV,Mt. Pleasant Station,6.25
70.0,GT03He,Mt. Pleasant Station,5,EV,Brampton Station,4.833333333333333
70.0,GT03He,Brampton Station,6,EV,Bramalea Station,5.75
60.0,GT03He,Bramalea Station,7,EV,Malton Station,5.5
60.0,GT03He,Malton Station,8,EV,Woodbine Station,3.5
60.0,GT03He,Woodbine Station,9,EV,Bloor Station,9.583333333333334
0.0,GT03He,Bloor Station,10,EV,Union Station,7.5
60.0,GT03He,Kitchener Station,0,MD,Breslau Station,6.375
60.0,GT03He,Breslau Station,1,MD,Guelph Station,13.0
60.0,GT03He,Guelph Station,2,MD,Acton Station,14.25
60.0,GT03He,Acton Station,3,MD,Georgetown Station,7.5
60.0,GT03He,Georgetown Station,4,MD,Mt. Pleasant Station,6.25
70.0,GT03He,Mt. Pleasant Station,5,MD,Brampton Station,4.833333333333333
70.0,GT03He,Brampton Station,6,MD,Bramalea Station,5.75
60.0,GT03He,Bramalea Station,7,MD,Malton Station,5.45833333325
60.0,GT03He,Malton Station,8,MD,Woodbine Station,3.5
60.0,GT03He,Woodbine Station,9,MD,Bloor Station,9.583333333333334
0.0,GT03He,Bloor Station,10,MD,Union Station,7.5
60.0,GT03Ie,Kitchener Station,0,AM,Breslau Station,6.75
60.0,GT03Ie,Breslau Station,1,AM,Guelph Station,13.0
60.0,GT03Ie,Guelph Station,2,AM,Acton Station,14.25
60.0,GT03Ie,Acton Station,3,AM,Georgetown Station,7.5
60.0,GT03Ie,Georgetown Station,4,AM,Mt. Pleasant Station,6.25
60.0,GT03Ie,Mt. Pleasant Station,5,AM,Brampton Station,5.0
60.0,GT03Ie,Brampton Station,6,AM,Bramalea Station,5.75
60.0,GT03Ie,Bramalea Station,7,AM,Malton Station,5.25
60.0,GT03Ie,Malton Station,8,AM,Woodbine Station,3.5
60.0,GT03Ie,Woodbine Station,9,AM,Bloor Station,9.25
0.0,GT03Ie,Bloor Station,10,AM,Union Station,7.5
60.0,GT03Ie,Kitchener Station,0,MD,Breslau Station,7.0
60.0,GT03Ie,Breslau Station,1,MD,Guelph Station,13.0
60.0,GT03Ie,Guelph Station,2,MD,Acton Station,14.25
60.0,GT03Ie,Acton Station,3,MD,Georgetown Station,7.5
60.0,GT03Ie,Georgetown Station,4,MD,Mt. Pleasant Station,6.25
60.0,GT03Ie,Mt. Pleasant Station,5,MD,Brampton Station,5.0
60.0,GT03Ie,Brampton Station,6,MD,Bramalea Station,5.75
60.0,GT03Ie,Bramalea Station,7,MD,Malton Station,5.25
60.0,GT03Ie,Malton Station,8,MD,Woodbine Station,3.5
60.0,GT03Ie,Woodbine Station,9,MD,Bloor Station,9.25
0.0,GT03Ie,Bloor Station,10,MD,Union Station,7.5
60.0,GT03Ie,Kitchener Station,0,PM,Breslau Station,6.875
60.0,GT03Ie,Breslau Station,1,PM,Guelph Station,13.0
60.0,GT03Ie,Guelph Station,2,PM,Acton Station,14.25
60.0,GT03Ie,Acton Station,3,PM,Georgetown Station,7.5
60.0,GT03Ie,Georgetown Station,4,PM,Mt. Pleasant Station,6.25
70.0,GT03Ie,Mt. Pleasant Station,5,PM,Brampton Station,4.833333333333333
70.0,GT03Ie,Brampton Station,6,PM,Bramalea Station,5.75
60.0,GT03Ie,Bramalea Station,7,PM,Malton Station,5.416666666666667
60.0,GT03Ie,Malton Station,8,PM,Woodbine Station,3.5
60.0,GT03Ie,Woodbine Station,9,PM,Bloor Station,9.416666666666666
0.0,GT03Ie,Bloor Station,10,PM,Union Station,7.5
60.0,GT03Je,Kitchener Station,0,EV,Breslau Station,6.375
60.0,GT03Je,Breslau Station,1,EV,Guelph Station,13.0
60.0,GT03Je,Guelph Station,2,EV,Georgetown Station,22.0
60.0,GT03Je,Georgetown Station,3,EV,Mt. Pleasant Station,6.25
70.0,GT03Je,Mt. Pleasant Station,4,EV,Brampton Station,4.833333333333333
70.0,GT03Je,Brampton Station,5,EV,Bramalea Station,5.75
60.0,GT03Je,Bramalea Station,6,EV,Malton Station,5.5
60.0,GT03Je,Malton Station,7,EV,Woodbine Station,3.5
60.0,GT03Je,Woodbine Station,8,EV,Bloor Station,9.583333333333334
0.0,GT03Je,Bloor Station,9,EV,Union Station,7.5
60.0,GT03Je,Kitchener Station,0,MD,Breslau Station,6.375
60.0,GT03Je,Breslau Station,1,MD,Guelph Station,13.0
60.0,GT03Je,Guelph Station,2,MD,Georgetown Station,22.0
60.0,GT03Je,Georgetown Station,3,MD,Mt. Pleasant Station,6.25
70.0,GT03Je,Mt. Pleasant Station,4,MD,Brampton Station,4.833333333333333
70.0,GT03Je,Brampton Station,5,MD,Bramalea Station,5.75
60.0,GT03Je,Bramalea Station,6,MD,Malton Station,5.45833333325
60.0,GT03Je,Malton Station,7,MD,Woodbine Station,3.5
60.0,GT03Je,Woodbine Station,8,MD,Bloor Station,9.583333333333334
0.0,GT03Je,Bloor Station,9,MD,Union Station,7.5
60.0,GT03Je,Kitchener Station,0,PM,Breslau Station,6.5
60.0,GT03Je,Breslau Station,1,PM,Guelph Station,13.0
60.0,GT03Je,Guelph Station,2,PM,Georgetown Station,22.0
60.0,GT03Je,Georgetown Station,3,PM,Mt. Pleasant Station,6.25
75.0,GT03Je,Mt. Pleasant Station,4,PM,Brampton Station,4.75
75.0,GT03Je,Brampton Station,5,PM,Bramalea Station,5.75
60.0,GT03Je,Bramalea Station,6,PM,Malton Station,5.583333333333333
60.0,GT03Je,Malton Station,7,PM,Woodbine Station,3.5
60.0,GT03Je,Woodbine Station,8,PM,Bloor Station,9.75
0.0,GT03Je,Bloor Station,9,PM,Union Station,7.5
60.0,GT03Ke,Kitchener Station,0,PM,Breslau Station,6.875
60.0,GT03Ke,Breslau Station,1,PM,Guelph Station,13.0
60.0,GT03Ke,Guelph Station,2,PM,Georgetown Station,22.0
60.0,GT03Ke,Georgetown Station,3,PM,Mt. Pleasant Station,6.25
70.0,GT03Ke,Mt. Pleasant Station,4,PM,Brampton Station,4.833333333333333
70.0,GT03Ke,Brampton Station,5,PM,Bramalea Station,5.75
60.0,GT03Ke,Bramalea Station,6,PM,Malton Station,5.416666666666667
60.0,GT03Ke,Malton Station,7,PM,Woodbine Station,3.5
60.0,GT03Ke,Woodbine Station,8,PM,Bloor Station,9.416666666666666
0.0,GT03Ke,Bloor Station,9,PM,Union Station,7.5
30.0,GT03Aw,Union Station,0,AM,Bloor Station,6.75
30.0,GT03Aw,Bloor Station,1,AM,Mt. Dennis Station,3.0
30.0,GT03Aw,Mt. Dennis Station,2,AM,Woodbine Station,6.25
0.0,GT03Aw,Woodbine Station,3,AM,Pearson Station,5.375
30.0,GT03Aw,Union Station,0,EV,Bloor Station,6.75
30.0,GT03Aw,Bloor Station,1,EV,Mt. Dennis Station,3.0
30.0,GT03Aw,Mt. Dennis Station,2,EV,Woodbine Station,6.25
0.0,GT03Aw,Woodbine Station,3,EV,Pearson Station,5.375
30.0,GT03Aw,Union Station,0,MD,Bloor Station,6.75
30.0,GT03Aw,Bloor Station,1,MD,Mt. Dennis Station,3.0
30.0,GT03Aw,Mt. Dennis Station,2,MD,Woodbine Station,6.25
0.0,GT03Aw,Woodbine Station,3,MD,Pearson Station,5.375
30.0,GT03Aw,Union Station,0,PM,Bloor Station,6.75
30.0,GT03Aw,Bloor Station,1,PM,Mt. Dennis Station,3.0
30.0,GT03Aw,Mt. Dennis Station,2,PM,Woodbine Station,6.25
0.0,GT03Aw,Woodbine Station,3,PM,Pearson Station,5.375
30.0,GT03Bw,Union Station,0,AM,King-Liberty Station,4.5
30.0,GT03Bw,King-Liberty Station,1,AM,Bloor Station,2.5
30.0,GT03Bw,Bloor Station,2,AM,St. Clair West Station,2.0
30.0,GT03Bw,St. Clair West Station,3,AM,Weston Station,3.25
30.0,GT03Bw,Weston Station,4,AM,Woodbine Station,5.0
0.0,GT03Bw,Woodbine Station,5,AM,Pearson Station,5.375
30.0,GT03Bw,Union Station,0,EV,King-Liberty Station,4.5
30.0,GT03Bw,King-Liberty Station,1,EV,Bloor Station,2.5
30.0,GT03Bw,Bloor Station,2,EV,St. Clair West Station,2.0
30.0,GT03Bw,St. Clair West Station,3,EV,Weston Station,3.25
30.0,GT03Bw,Weston Station,4,EV,Woodbine Station,5.0
0.0,GT03Bw,Woodbine Station,5,EV,Pearson Station,5.375
30.0,GT03Bw,Union Station,0,MD,King-Liberty Station,4.5
30.0,GT03Bw,King-Liberty Station,1,MD,Bloor Station,2.5
30.0,GT03Bw,Bloor Station,2,MD,St. Clair West Station,2.0
30.0,GT03Bw,St. Clair West Station,3,MD,Weston Station,3.25
30.0,GT03Bw,Weston Station,4,MD,Woodbine Station,5.0
0.0,GT03Bw,Woodbine Station,5,MD,Pearson Station,5.375
30.0,GT03Bw,Union Station,0,PM,King-Liberty Station,4.5
30.0,GT03Bw,King-Liberty Station,1,PM,Bloor Station,2.5
30.0,GT03Bw,Bloor Station,2,PM,St. Clair West Station,2.0
30.0,GT03Bw,St. Clair West Station,3,PM,Weston Station,3.25
30.0,GT03Bw,Weston Station,4,PM,Woodbine Station,5.0
0.0,GT03Bw,Woodbine Station,5,PM,Pearson Station,5.375
60.0,GT03Cw,Union Station,0,AM,King-Liberty Station,4.75
60.0,GT03Cw,King-Liberty Station,1,AM,Bloor Station,3.5
60.0,GT03Cw,Bloor Station,2,AM,St. Clair West Station,3.25
60.0,GT03Cw,St. Clair West Station,3,AM,Mt. Dennis Station,2.5
60.0,GT03Cw,Mt. Dennis Station,4,AM,Weston Station,3.0
60.0,GT03Cw,Weston Station,5,AM,Woodbine Station,6.25
60.0,GT03Cw,Woodbine Station,6,AM,Malton Station,3.75
45.0,GT03Cw,Malton Station,7,AM,Bramalea Station,5.25
60.0,GT03Cw,Union Station,0,EV,King-Liberty Station,4.75
60.0,GT03Cw,King-Liberty Station,1,EV,Bloor Station,3.5
60.0,GT03Cw,Bloor Station,2,EV,St. Clair West Station,3.25
60.0,GT03Cw,St. Clair West Station,3,EV,Mt. Dennis Station,2.5
60.0,GT03Cw,Mt. Dennis Station,4,EV,Weston Station,3.0
60.0,GT03Cw,Weston Station,5,EV,Woodbine Station,6.25
60.0,GT03Cw,Woodbine Station,6,EV,Malton Station,3.75
52.5,GT03Cw,Malton Station,7,EV,Bramalea Station,5.25
60.0,GT03Cw,Union Station,0,MD,King-Liberty Station,4.75
60.0,GT03Cw,King-Liberty Station,1,MD,Bloor Station,3.5
60.0,GT03Cw,Bloor Station,2,MD,St. Clair West Station,3.25
60.0,GT03Cw,St. Clair West Station,3,MD,Mt. Dennis Station,2.5
60.0,GT03Cw,Mt. Dennis Station,4,MD,Weston Station,3.0
60.0,GT03Cw,Weston Station,5,MD,Woodbine Station,6.25
60.0,GT03Cw,Woodbine Station,6,MD,Malton Station,3.75
52.5,GT03Cw,Malton Station,7,MD,Bramalea Station,5.3
60.0,GT03Dw,Union Station,0,AM,King-Liberty Station,4.75
60.0,GT03Dw,King-Liberty Station,1,AM,Bloor Station,3.5
60.0,GT03Dw,Bloor Station,2,AM,St. Clair West Station,3.25
60.0,GT03Dw,St. Clair West Station,3,AM,Mt. Dennis Station,2.5
60.0,GT03Dw,Mt. Dennis Station,4,AM,Weston Station,3.0
60.0,GT03Dw,Weston Station,5,AM,Woodbine Station,6.25
60.0,GT03Dw,Woodbine Station,6,AM,Malton Station,3.75
45.0,GT03Dw,Malton Station,7,AM,Bramalea Station,5.25
90.0,GT03Dw,Bramalea Station,8,AM,Brampton Station,5.5
0.0,GT03Dw,Brampton Station,9,AM,Mt. Pleasant Station,5.25
60.0,GT03Dw,Union Station,0,PM,King-Liberty Station,4.75
60.0,GT03Dw,King-Liberty Station,1,PM,Bloor Station,3.5
60.0,GT03Dw,Bloor Station,2,PM,St. Clair West Station,3.25
60.0,GT03Dw,St. Clair West Station,3,PM,Mt. Dennis Station,2.5
60.0,GT03Dw,Mt. Dennis Station,4,PM,Weston Station,3.0
60.0,GT03Dw,Weston Station,5,PM,Woodbine Station,6.25
60.0,GT03Dw,Woodbine Station,6,PM,Malton Station,3.75
75.0,GT03Dw,Malton Station,7,PM,Bramalea Station,5.25
75.0,GT03Dw,Bramalea Station,8,PM,Brampton Station,5.5
30.0,GT03Dw,Brampton Station,9,PM,Mt. Pleasant Station,5.125
60.0,GT03Ew,Union Station,0,PM,King-Liberty Station,4.75
60.0,GT03Ew,King-Liberty Station,1,PM,Bloor Station,3.5
60.0,GT03Ew,Bloor Station,2,PM,St. Clair West Station,3.25
60.0,GT03Ew,St. Clair West Station,3,PM,Mt. Dennis Station,2.5
60.0,GT03Ew,Mt. Dennis Station,4,PM,Weston Station,3.0
60.0,GT03Ew,Weston Station,5,PM,Woodbine Station,6.25
60.0,GT03Ew,Woodbine Station,6,PM,Malton Station,3.75
60.0,GT03Ew,Malton Station,7,PM,Bramalea Station,5.25
60.0,GT03Ew,Bramalea Station,8,PM,Brampton Station,5.5
60.0,GT03Ew,Brampton Station,9,PM,Mt. Pleasant Station,5.0
60.0,GT03Fw,Union Station,0,EV,Bloor Station,6.75
60.0,GT03Fw,Bloor Station,1,EV,Woodbine Station,10.783333333333333
60.0,GT03Fw,Woodbine Station,2,EV,Malton Station,3.75
52.5,GT03Fw,Malton Station,3,EV,Bramalea Station,5.25
70.0,GT03Fw,Bramalea Station,4,EV,Brampton Station,5.5
