emme_id,time_period,index,from_station,to_station,tt_minutes,dwell
GT06Cn,PM,4,Richmond Hill Station,Gormley Station,8.0,60.0
GT06Cn,PM,5,Gormley Station,Bloomington Station,5.75,0.0
GT07As,AM,0,Unionville Station,Milliken Station,4.1875,30.0
GT07As,AM,1,Milliken Station,Finch East Station,2.75,30.0
GT07As,AM,2,Finch East Station,Agincourt Station,2.25,30.0
GT07As,AM,3,Agincourt Station,Kennedy Station,6.75,30.0
GT07As,AM,4,Kennedy Station,Danforth Station,6.25,30.0
GT07As,AM,5,Danforth Station,East Harbour Station,3.75,30.0
GT07As,AM,6,East Harbour Station,Union Station,6.375,0.0
GT07As,EV,0,Unionville Station,Milliken Station,4.125,30.0
GT07As,EV,1,Milliken Station,Finch East Station,2.75,30.0
GT07As,EV,2,Finch East Station,Agincourt Station,2.25,30.0
GT07As,EV,3,Agincourt Station,Kennedy Station,6.75,30.0
GT07As,EV,4,Kennedy Station,Danforth Station,6.25,30.0
GT07As,EV,5,Danforth Station,East Harbour Station,3.75,30.0
GT07As,EV,6,East Harbour Station,Union Station,6.333333333333333,0.0
GT07As,MD,0,Unionville Station,Milliken Station,4.125,30.0
GT07As,MD,1,Milliken Station,Finch East Station,2.75,30.0
GT07As,MD,2,Finch East Station,Agincourt Station,2.25,30.0
GT07As,MD,3,Agincourt Station,Kennedy Station,6.75,30.0
GT07As,MD,4,Kennedy Station,Danforth Station,6.25,30.0
GT07As,MD,5,Danforth Station,East Harbour Station,3.75,30.0
GT07As,MD,6,East Harbour Station,Union Station,6.333333333333333,0.0
GT07As,PM,0,Unionville Station,Milliken Station,4.125,30.0
GT07As,PM,1,Milliken Station,Finch East Station,2.75,30.0
GT07As,PM,2,Finch East Station,Agincourt Station,2.25,30.0
GT07As,PM,3,Agincourt Station,Kennedy Station,6.75,30.0
GT07As,PM,4,Kennedy Station,Danforth Station,6.25,30.0
GT07As,PM,5,Danforth Station,East Harbour Station,3.75,30.0
GT07As,PM,6,East Harbour Station,Union Station,6.333333333333333,0.0
GT07Bs,AM,0,Mt. Joy Station,Markham Station,2.75,30.0
GT07Bs,AM,1,Markham Station,Centennial Station,2.75,30.0
GT07Bs,AM,2,Centennial Station,Unionville Station,3.5,60.0
GT07Bs,AM,3,Unionville Station,Milliken Station,4.1875,30.0
GT07Bs,AM,4,Milliken Station,Finch East Station,2.75,30.0
GT07Bs,AM,5,Finch East Station,Agincourt Station,2.25,30.0
GT07Bs,AM,6,Agincourt Station,Kennedy Station,6.75,30.0
GT07Bs,AM,7,Kennedy Station,Danforth Station,6.25,30.0
GT07Bs,AM,8,Danforth Station,East Harbour Station,3.75,30.0
GT07Bs,AM,9,East Harbour Station,Union Station,6.375,0.0
GT07Bs,EV,0,Mt. Joy Station,Markham Station,2.75,30.0
GT07Bs,EV,1,Markham Station,Centennial Station,2.75,30.0
GT07Bs,EV,2,Centennial Station,Unionville Station,3.5,60.0
GT07Bs,EV,3,Unionville Station,Milliken Station,4.125,30.0
GT07Bs,EV,4,Milliken Station,Finch East Station,2.75,30.0
GT07Bs,EV,5,Finch East Station,Agincourt Station,2.25,30.0
GT07Bs,EV,6,Agincourt Station,Kennedy Station,6.75,30.0
GT07Bs,EV,7,Kennedy Station,Danforth Station,6.25,30.0
GT07Bs,EV,8,Danforth Station,East Harbour Station,3.75,30.0
GT07Bs,EV,9,East Harbour Station,Union Station,6.333333333333333,0.0
GT07Bs,MD,0,Mt. Joy Station,Markham Station,2.75,30.0
GT07Bs,MD,1,Markham Station,Centennial Station,2.75,30.0
GT07Bs,MD,2,Centennial Station,Unionville Station,3.5,60.0
GT07Bs,MD,3,Unionville Station,Milliken Station,4.125,30.0
GT07Bs,MD,4,Milliken Station,Finch East Station,2.75,30.0
GT07Bs,MD,5,Finch East Station,Agincourt Station,2.25,30.0
GT07Bs,MD,6,Agincourt Station,Kennedy Station,6.75,30.0
GT07Bs,MD,7,Kennedy Station,Danforth Station,6.25,30.0
GT07Bs,MD,8,Danforth Station,East Harbour Station,3.75,30.0
GT07Bs,MD,9,East Harbour Station,Union Station,6.333333333333333,0.0
GT07Bs,PM,0,Mt. Joy Station,Markham Station,2.75,30.0
GT07Bs,PM,1,Markham Station,Centennial Station,2.75,30.0
GT07Bs,PM,2,Centennial Station,Unionville Station,3.5,60.0
GT07Bs,PM,3,Unionville Station,Milliken Station,4.125,30.0
GT07Bs,PM,4,Milliken Station,Finch East Station,2.75,30.0
GT07Bs,PM,5,Finch East Station,Agincourt Station,2.25,30.0
GT07Bs,PM,6,Agincourt Station,Kennedy Station,6.75,30.0
GT07Bs,PM,7,Kennedy Station,Danforth Station,6.25,30.0
GT07Bs,PM,8,Danforth Station,East Harbour Station,3.75,30.0
GT07Bs,PM,9,East Harbour Station,Union Station,6.333333333333333,0.0
GT07Cs,AM,0,Stouffville Station,Mt. Joy Station,9.0,60.0
GT07Cs,AM,1,Mt. Joy Station,Markham Station,2.75,30.0
GT07Cs,AM,2,Markham Station,Centennial Station,2.75,30.0
GT07Cs,AM,3,Centennial Station,Unionville Station,3.5,60.0
GT07Cs,AM,4,Unionville Station,Milliken Station,4.1875,30.0
GT07Cs,AM,5,Milliken Station,Finch East Station,2.75,30.0
GT07Cs,AM,6,Finch East Station,Agincourt Station,2.25,30.0
GT07Cs,AM,7,Agincourt Station,Kennedy Station,6.75,30.0
GT07Cs,AM,8,Kennedy Station,Danforth Station,6.25,30.0
GT07Cs,AM,9,Danforth Station,East Harbour Station,3.75,30.0
GT07Cs,AM,10,East Harbour Station,Union Station,6.375,0.0
GT07Cs,EV,0,Stouffville Station,Mt. Joy Station,9.0,60.0
GT07Cs,EV,1,Mt. Joy Station,Markham Station,2.75,30.0
GT07Cs,EV,2,Markham Station,Centennial Station,2.75,30.0
GT07Cs,EV,3,Centennial Station,Unionville Station,3.5,60.0
GT07Cs,EV,4,Unionville Station,Milliken Station,4.125,30.0
GT07Cs,EV,5,Milliken Station,Finch East Station,2.75,30.0
GT07Cs,EV,6,Finch East Station,Agincourt Station,2.25,30.0
GT07Cs,EV,7,Agincourt Station,Kennedy Station,6.75,30.0
GT07Cs,EV,8,Kennedy Station,Danforth Station,6.25,30.0
GT07Cs,EV,9,Danforth Station,East Harbour Station,3.75,30.0
GT07Cs,EV,10,East Harbour Station,Union Station,6.333333333333333,0.0
GT07Cs,MD,0,Stouffville Station,Mt. Joy Station,9.0,60.0
GT07Cs,MD,1,Mt. Joy Station,Markham Station,2.75,30.0
GT07Cs,MD,2,Markham Station,Centennial Station,2.75,30.0
GT07Cs,MD,3,Centennial Station,Unionville Station,3.5,60.0
GT07Cs,MD,4,Unionville Station,Milliken Station,4.125,30.0
GT07Cs,MD,5,Milliken Station,Finch East Station,2.75,30.0
GT07Cs,MD,6,Finch East Station,Agincourt Station,2.25,30.0
GT07Cs,MD,7,Agincourt Station,Kennedy Station,6.75,30.0
GT07Cs,MD,8,Kennedy Station,Danforth Station,6.25,30.0
GT07Cs,MD,9,Danforth Station,East Harbour Station,3.75,30.0
GT07Cs,MD,10,East Harbour Station,Union Station,6.333333333333333,0.0
GT07Cs,PM,0,Stouffville Station,Mt. Joy Station,9.0,60.0
GT07Cs,PM,1,Mt. Joy Station,Markham Station,2.75,30.0
GT07Cs,PM,2,Markham Station,Centennial Station,2.75,30.0
GT07Cs,PM,3,Centennial Station,Unionville Station,3.5,60.0
GT07Cs,PM,4,Unionville Station,Milliken Station,4.125,30.0
GT07Cs,PM,5,Milliken Station,Finch East Station,2.75,30.0
GT07Cs,PM,6,Finch East Station,Agincourt Station,2.25,30.0
GT07Cs,PM,7,Agincourt Station,Kennedy Station,6.75,30.0
GT07Cs,PM,8,Kennedy Station,Danforth Station,6.25,30.0
GT07Cs,PM,9,Danforth Station,East Harbour Station,3.75,30.0
GT07Cs,PM,10,East Harbour Station,Union Station,6.333333333333333,0.0
GT07Ds,AM,0,Lincolnville Station,Stouffville Station,3.25,60.0
GT07Ds,AM,1,Stouffville Station,Mt. Joy Station,8.0,90.0
GT07Ds,AM,2,Mt. Joy Station,Markham Station,2.75,60.0
GT07Ds,AM,3,Markham Station,Centennial Station,3.25,60.0
GT07Ds,AM,4,Centennial Station,Unionville Station,3.75,90.0
GT07Ds,AM,5,Unionville Station,Finch East Station,5.25,60.0
GT07Ds,AM,6,Finch East Station,Agincourt Station,2.5,60.0
GT07Ds,AM,7,Agincourt Station,Kennedy Station,6.75,60.0
GT07Ds,AM,8,Kennedy Station,East Harbour Station,8.75,60.0
GT07Ds,AM,9,East Harbour Station,Union Station,6.5,0.0
GT07Ds,MD,0,Lincolnville Station,Stouffville Station,3.25,60.0
GT07Ds,MD,1,Stouffville Station,Mt. Joy Station,8.0,90.0
GT07Ds,MD,2,Mt. Joy Station,Markham Station,2.75,60.0
GT07Ds,MD,3,Markham Station,Centennial Station,3.25,60.0
GT07Ds,MD,4,Centennial Station,Unionville Station,3.75,90.0
GT07Ds,MD,5,Unionville Station,Finch East Station,5.25,60.0
GT07Ds,MD,6,Finch East Station,Agincourt Station,2.5,60.0
GT07Ds,MD,7,Agincourt Station,Kennedy Station,6.75,60.0
GT07Ds,MD,8,Kennedy Station,East Harbour Station,8.75,60.0
GT07Ds,MD,9,East Harbour Station,Union Station,6.5,0.0
GT07Ds,PM,0,Lincolnville Station,Stouffville Station,3.25,60.0
GT07Ds,PM,1,Stouffville Station,Mt. Joy Station,8.0,90.0
GT07Ds,PM,2,Mt. Joy Station,Markham Station,2.75,60.0
GT07Ds,PM,3,Markham Station,Centennial Station,3.25,60.0
GT07Ds,PM,4,Centennial Station,Unionville Station,3.75,90.0
GT07Ds,PM,5,Unionville Station,Finch East Station,5.25,60.0
GT07Ds,PM,6,Finch East Station,Agincourt Station,2.5,60.0
GT07Ds,PM,7,Agincourt Station,Kennedy Station,6.75,60.0
GT07Ds,PM,8,Kennedy Station,East Harbour Station,8.75,60.0
GT07Ds,PM,9,East Harbour Station,Union Station,6.5,0.0
GT07Es,AM,0,Lincolnville Station,Stouffville Station,3.25,60.0
GT07Es,AM,1,Stouffville Station,Mt. Joy Station,8.0,90.0
GT07Es,AM,2,Mt. Joy Station,Markham Station,3.0,60.0
GT07Es,AM,3,Markham Station,Centennial Station,3.25,60.0
GT07Es,AM,4,Centennial Station,Unionville Station,3.75,90.0
GT07Es,AM,5,Unionville Station,Finch East Station,5.5,60.0
GT07Es,AM,6,Finch East Station,Agincourt Station,2.5,60.0
GT07Es,AM,7,Agincourt Station,Kennedy Station,7.0,60.0
GT07Es,AM,8,Kennedy Station,East Harbour Station,9.0,60.0
GT07Es,AM,9,East Harbour Station,Union Station,4.75,0.0
GT07An,AM,0,Union Station,East Harbour Station,3.5,30.0
GT07An,AM,1,East Harbour Station,Danforth Station,3.75,30.0
GT07An,AM,2,Danforth Station,Kennedy Station,6.0,30.0
GT07An,AM,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07An,AM,4,Agincourt Station,Finch East Station,2.25,30.0
GT07An,AM,5,Finch East Station,Milliken Station,2.5,30.0
GT07An,AM,6,Milliken Station,Unionville Station,3.25,40.0
GT07An,EV,0,Union Station,East Harbour Station,3.5,30.0
GT07An,EV,1,East Harbour Station,Danforth Station,3.75,30.0
GT07An,EV,2,Danforth Station,Kennedy Station,6.0,30.0
GT07An,EV,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07An,EV,4,Agincourt Station,Finch East Station,2.25,30.0
GT07An,EV,5,Finch East Station,Milliken Station,2.5,30.0
GT07An,EV,6,Milliken Station,Unionville Station,3.25,40.0
GT07An,MD,0,Union Station,East Harbour Station,3.5,30.0
GT07An,MD,1,East Harbour Station,Danforth Station,3.75,30.0
GT07An,MD,2,Danforth Station,Kennedy Station,6.0,30.0
GT07An,MD,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07An,MD,4,Agincourt Station,Finch East Station,2.25,30.0
GT07An,MD,5,Finch East Station,Milliken Station,2.5,30.0
GT07An,MD,6,Milliken Station,Unionville Station,3.25,40.0
GT07An,PM,0,Union Station,East Harbour Station,3.5,30.0
GT07An,PM,1,East Harbour Station,Danforth Station,3.75,30.0
GT07An,PM,2,Danforth Station,Kennedy Station,6.0,30.0
GT07An,PM,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07An,PM,4,Agincourt Station,Finch East Station,2.25,30.0
GT07An,PM,5,Finch East Station,Milliken Station,2.5,30.0
GT07An,PM,6,Milliken Station,Unionville Station,3.25,40.0
GT07Bn,AM,0,Union Station,East Harbour Station,3.5,30.0
GT07Bn,AM,1,East Harbour Station,Danforth Station,3.75,30.0
GT07Bn,AM,2,Danforth Station,Kennedy Station,6.0,30.0
GT07Bn,AM,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07Bn,AM,4,Agincourt Station,Finch East Station,2.25,30.0
GT07Bn,AM,5,Finch East Station,Milliken Station,2.5,30.0
GT07Bn,AM,6,Milliken Station,Unionville Station,3.25,40.0
GT07Bn,AM,7,Unionville Station,Centennial Station,3.5,30.0
GT07Bn,AM,8,Centennial Station,Markham Station,3.0,30.0
GT07Bn,AM,9,Markham Station,Mt. Joy Station,2.5,30.0
GT07Bn,EV,0,Union Station,East Harbour Station,3.5,30.0
GT07Bn,EV,1,East Harbour Station,Danforth Station,3.75,30.0
GT07Bn,EV,2,Danforth Station,Kennedy Station,6.0,30.0
GT07Bn,EV,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07Bn,EV,4,Agincourt Station,Finch East Station,2.25,30.0
GT07Bn,EV,5,Finch East Station,Milliken Station,2.5,30.0
GT07Bn,EV,6,Milliken Station,Unionville Station,3.25,40.0
GT07Bn,EV,7,Unionville Station,Centennial Station,3.5,30.0
GT07Bn,EV,8,Centennial Station,Markham Station,3.0,30.0
GT07Bn,EV,9,Markham Station,Mt. Joy Station,2.5,30.0
GT07Bn,MD,0,Union Station,East Harbour Station,3.5,30.0
GT07Bn,MD,1,East Harbour Station,Danforth Station,3.75,30.0
GT07Bn,MD,2,Danforth Station,Kennedy Station,6.0,30.0
GT07Bn,MD,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07Bn,MD,4,Agincourt Station,Finch East Station,2.25,30.0
GT07Bn,MD,5,Finch East Station,Milliken Station,2.5,30.0
GT07Bn,MD,6,Milliken Station,Unionville Station,3.25,40.0
GT07Bn,MD,7,Unionville Station,Centennial Station,3.5,30.0
GT07Bn,MD,8,Centennial Station,Markham Station,3.0,30.0
GT07Bn,MD,9,Markham Station,Mt. Joy Station,2.5,30.0
GT07Bn,PM,0,Union Station,East Harbour Station,3.5,30.0
GT07Bn,PM,1,East Harbour Station,Danforth Station,3.75,30.0
GT07Bn,PM,2,Danforth Station,Kennedy Station,6.0,30.0
GT07Bn,PM,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07Bn,PM,4,Agincourt Station,Finch East Station,2.25,30.0
GT07Bn,PM,5,Finch East Station,Milliken Station,2.5,30.0
GT07Bn,PM,6,Milliken Station,Unionville Station,3.25,40.0
GT07Bn,PM,7,Unionville Station,Centennial Station,3.5,30.0
GT07Bn,PM,8,Centennial Station,Markham Station,3.0,30.0
GT07Bn,PM,9,Markham Station,Mt. Joy Station,2.5,30.0
GT07Cn,AM,0,Union Station,East Harbour Station,3.5,30.0
GT07Cn,AM,1,East Harbour Station,Danforth Station,3.75,30.0
GT07Cn,AM,2,Danforth Station,Kennedy Station,6.0,30.0
GT07Cn,AM,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07Cn,AM,4,Agincourt Station,Finch East Station,2.25,30.0
GT07Cn,AM,5,Finch East Station,Milliken Station,2.5,30.0
GT07Cn,AM,6,Milliken Station,Unionville Station,3.25,40.0
GT07Cn,AM,7,Unionville Station,Centennial Station,3.5,30.0
GT07Cn,AM,8,Centennial Station,Markham Station,3.0,30.0
GT07Cn,AM,9,Markham Station,Mt. Joy Station,2.5,30.0
GT07Cn,AM,10,Mt. Joy Station,Stouffville Station,8.0,0.0
GT07Cn,EV,0,Union Station,East Harbour Station,3.5,30.0
GT07Cn,EV,1,East Harbour Station,Danforth Station,3.75,30.0
GT07Cn,EV,2,Danforth Station,Kennedy Station,6.0,30.0
GT07Cn,EV,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07Cn,EV,4,Agincourt Station,Finch East Station,2.25,30.0
GT07Cn,EV,5,Finch East Station,Milliken Station,2.5,30.0
GT07Cn,EV,6,Milliken Station,Unionville Station,3.25,40.0
GT07Cn,EV,7,Unionville Station,Centennial Station,3.5,30.0
GT07Cn,EV,8,Centennial Station,Markham Station,3.0,30.0
GT07Cn,EV,9,Markham Station,Mt. Joy Station,2.5,30.0
GT07Cn,EV,10,Mt. Joy Station,Stouffville Station,8.0,0.0
GT07Cn,MD,0,Union Station,East Harbour Station,3.5,30.0
GT07Cn,MD,1,East Harbour Station,Danforth Station,3.75,30.0
GT07Cn,MD,2,Danforth Station,Kennedy Station,6.0,30.0
GT07Cn,MD,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07Cn,MD,4,Agincourt Station,Finch East Station,2.25,30.0
GT07Cn,MD,5,Finch East Station,Milliken Station,2.5,30.0
GT07Cn,MD,6,Milliken Station,Unionville Station,3.25,40.0
GT07Cn,MD,7,Unionville Station,Centennial Station,3.5,30.0
GT07Cn,MD,8,Centennial Station,Markham Station,3.0,30.0
GT07Cn,MD,9,Markham Station,Mt. Joy Station,2.5,30.0
GT07Cn,MD,10,Mt. Joy Station,Stouffville Station,8.0,0.0
GT07Cn,PM,0,Union Station,East Harbour Station,3.5,30.0
GT07Cn,PM,1,East Harbour Station,Danforth Station,3.75,30.0
GT07Cn,PM,2,Danforth Station,Kennedy Station,6.0,30.0
GT07Cn,PM,3,Kennedy Station,Agincourt Station,6.75,30.0
GT07Cn,PM,4,Agincourt Station,Finch East Station,2.25,30.0
GT07Cn,PM,5,Finch East Station,Milliken Station,2.5,30.0
GT07Cn,PM,6,Milliken Station,Unionville Station,3.25,40.0
GT07Cn,PM,7,Unionville Station,Centennial Station,3.5,30.0
GT07Cn,PM,8,Centennial Station,Markham Station,3.0,30.0
GT07Cn,PM,9,Markham Station,Mt. Joy Station,2.5,30.0
GT07Cn,PM,10,Mt. Joy Station,Stouffville Station,8.0,0.0
GT07Dn,EV,0,Union Station,East Harbour Station,3.5,60.0
GT07Dn,EV,1,East Harbour Station,Kennedy Station,8.75,60.0
GT07Dn,EV,2,Kennedy Station,Agincourt Station,7.5,60.0
GT07Dn,EV,3,Agincourt Station,Finch East Station,2.25,60.0
GT07Dn,EV,4,Finch East Station,Unionville Station,5.5,90.0
GT07Dn,EV,5,Unionville Station,Centennial Station,3.5,60.0
GT07Dn,EV,6,Centennial Station,Markham Station,3.25,60.0
GT07Dn,EV,7,Markham Station,Mt. Joy Station,2.5,90.0
GT07Dn,EV,8,Mt. Joy Station,Stouffville Station,8.0,60.0
GT07Dn,EV,9,Stouffville Station,Lincolnville Station,3.25,0.0
GT07Dn,PM,0,Union Station,East Harbour Station,3.5,60.0
GT07Dn,PM,1,East Harbour Station,Kennedy Station,8.75,60.0
GT07Dn,PM,2,Kennedy Station,Agincourt Station,7.5,60.0
GT07Dn,PM,3,Agincourt Station,Finch East Station,2.25,60.0
GT07Dn,PM,4,Finch East Station,Unionville Station,5.5,90.0
GT07Dn,PM,5,Unionville Station,Centennial Station,3.5,60.0
GT07Dn,PM,6,Centennial Station,Markham Station,3.25,60.0
GT07Dn,PM,7,Markham Station,Mt. Joy Station,2.5,90.0
GT07Dn,PM,8,Mt. Joy Station,Stouffville Station,8.0,60.0
GT07Dn,PM,9,Stouffville Station,Lincolnville Station,3.25,0.0
GT07En,PM,0,Union Station,East Harbour Station,3.5,60.0
GT07En,PM,1,East Harbour Station,Kennedy Station,9.25,60.0
GT07En,PM,2,Kennedy Station,Agincourt Station,7.0,60.0
GT07En,PM,3,Agincourt Station,Finch East Station,2.75,60.0
GT07En,PM,4,Finch East Station,Unionville Station,5.75,90.0
GT07En,PM,5,Unionville Station,Centennial Station,3.75,60.0
GT07En,PM,6,Centennial Station,Markham Station,3.25,60.0
GT07En,PM,7,Markham Station,Mt. Joy Station,3.0,90.0
GT07En,PM,8,Mt. Joy Station,Stouffville Station,8.0,60.0
GT07En,PM,9,Stouffville Station,Lincolnville Station,3.25,0.0
GT09Aw,EV,0,Oshawa Station,Whitby Station,3.75,90.0
GT09Aw,EV,1,Whitby Station,Ajax Station,5.25,90.0
GT09Aw,EV,2,Ajax Station,Pickering Station,3.25,90.0
GT09Aw,EV,3,Pickering Station,Rouge Hill Station,5.5,60.0
GT09Aw,EV,4,Rouge Hill Station,Guildwood Station,4.25,60.0
GT09Aw,EV,5,Guildwood Station,Eglinton Station,2.75,60.0
GT09Aw,EV,6,Eglinton Station,Scarborough Station,3.0,60.0
GT09Aw,EV,7,Scarborough Station,Danforth Station,3.75,60.0
GT09Aw,EV,8,Danforth Station,East Harbour Station,4.0,60.0
GT09Aw,EV,9,East Harbour Station,Union Station,6.5,0.0
GT09Aw,MD,0,Oshawa Station,Whitby Station,3.75,90.0
GT09Aw,MD,1,Whitby Station,Ajax Station,5.25,90.0
GT09Aw,MD,2,Ajax Station,Pickering Station,3.25,90.0
GT09Aw,MD,3,Pickering Station,Rouge Hill Station,5.5,60.0
GT09Aw,MD,4,Rouge Hill Station,Guildwood Station,4.25,60.0
GT09Aw,MD,5,Guildwood Station,Eglinton Station,2.75,60.0
GT09Aw,MD,6,Eglinton Station,Scarborough Station,3.0,60.0
GT09Aw,MD,7,Scarborough Station,Danforth Station,3.75,60.0
GT09Aw,MD,8,Danforth Station,East Harbour Station,4.0,60.0
GT09Aw,MD,9,East Harbour Station,Union Station,6.5,0.0
GT09Aw,PM,0,Oshawa Station,Whitby Station,3.75,90.0
GT09Aw,PM,1,Whitby Station,Ajax Station,5.25,90.0
GT09Aw,PM,2,Ajax Station,Pickering Station,3.25,90.0
GT09Aw,PM,3,Pickering Station,Rouge Hill Station,5.5,60.0
GT09Aw,PM,4,Rouge Hill Station,Guildwood Station,4.25,60.0
GT09Aw,PM,5,Guildwood Station,Eglinton Station,2.75,60.0
GT09Aw,PM,6,Eglinton Station,Scarborough Station,3.0,60.0
GT09Aw,PM,7,Scarborough Station,Danforth Station,3.75,60.0
GT09Aw,PM,8,Danforth Station,East Harbour Station,4.0,60.0
GT09Aw,PM,9,East Harbour Station,Union Station,6.5,0.0
GT09Bw,AM,0,Oshawa Station,Whitby Station,4.0,90.0
GT09Bw,AM,1,Whitby Station,Ajax Station,5.25,90.0
GT09Bw,AM,2,Ajax Station,Pickering Station,3.25,90.0
GT09Bw,AM,3,Pickering Station,Rouge Hill Station,5.5,60.0
GT09Bw,AM,4,Rouge Hill Station,Guildwood Station,4.25,60.0
GT09Bw,AM,5,Guildwood Station,Eglinton Station,2.75,60.0
GT09Bw,AM,6,Eglinton Station,Scarborough Station,3.0,60.0
GT09Bw,AM,7,Scarborough Station,Danforth Station,3.75,60.0
GT09Bw,AM,8,Danforth Station,East Harbour Station,4.0,60.0
GT09Bw,AM,9,East Harbour Station,Union Station,5.5,0.0
GT09Bw,PM,0,Oshawa Station,Whitby Station,4.0,90.0
GT09Bw,PM,1,Whitby Station,Ajax Station,5.25,90.0
GT09Bw,PM,2,Ajax Station,Pickering Station,3.25,90.0
GT09Bw,PM,3,Pickering Station,Rouge Hill Station,5.5,60.0
GT09Bw,PM,4,Rouge Hill Station,Guildwood Station,4.25,60.0
GT09Bw,PM,5,Guildwood Station,Eglinton Station,2.75,60.0
GT09Bw,PM,6,Eglinton Station,Scarborough Station,3.0,60.0
GT09Bw,PM,7,Scarborough Station,Danforth Station,3.75,60.0
GT09Bw,PM,8,Danforth Station,East Harbour Station,4.0,60.0
GT09Bw,PM,9,East Harbour Station,Union Station,6.5,0.0
GT09Cw,AM,0,Bowmanville Station,Courtice Station,5.5,60.0
GT09Cw,AM,1,Courtice Station,Ritson Station,5.75,60.0
GT09Cw,AM,2,Ritson Station,Thornton's Corners,4.75,60.0
GT09Cw,AM,3,Thornton's Corners,Oshawa Station,4.0,60.0
GT09Cw,AM,4,Oshawa Station,Whitby Station,4.25,90.0
GT09Cw,AM,5,Whitby Station,Ajax Station,6.25,90.0
GT09Cw,AM,6,Ajax Station,Pickering Station,3.75,90.0
GT09Cw,AM,7,Pickering Station,East Harbour Station,20.75,60.0
GT09Cw,AM,8,East Harbour Station,Union Station,5.0,0.0
GT09Cw,EV,0,Bowmanville Station,Courtice Station,5.5,60.0
GT09Cw,EV,1,Courtice Station,Ritson Station,5.75,60.0
GT09Cw,EV,2,Ritson Station,Thornton's Corners,4.75,60.0
GT09Cw,EV,3,Thornton's Corners,Oshawa Station,4.0,60.0
GT09Cw,EV,4,Oshawa Station,Whitby Station,4.25,90.0
GT09Cw,EV,5,Whitby Station,Ajax Station,6.25,90.0
GT09Cw,EV,6,Ajax Station,Pickering Station,3.75,90.0
GT09Cw,EV,7,Pickering Station,East Harbour Station,20.75,60.0
GT09Cw,EV,8,East Harbour Station,Union Station,5.0,0.0
GT09Cw,MD,0,Bowmanville Station,Courtice Station,5.5,60.0
GT09Cw,MD,1,Courtice Station,Ritson Station,5.75,60.0
GT09Cw,MD,2,Ritson Station,Thornton's Corners,4.75,60.0
GT09Cw,MD,3,Thornton's Corners,Oshawa Station,4.0,60.0
GT09Cw,MD,4,Oshawa Station,Whitby Station,4.25,90.0
GT09Cw,MD,5,Whitby Station,Ajax Station,6.25,90.0
GT09Cw,MD,6,Ajax Station,Pickering Station,3.75,90.0
GT09Cw,MD,7,Pickering Station,East Harbour Station,20.75,60.0
GT09Cw,MD,8,East Harbour Station,Union Station,5.0,0.0
GT09Cw,PM,0,Bowmanville Station,Courtice Station,5.5,60.0
GT09Cw,PM,1,Courtice Station,Ritson Station,5.75,60.0
GT09Cw,PM,2,Ritson Station,Thornton's Corners,4.75,60.0
GT09Cw,PM,3,Thornton's Corners,Oshawa Station,4.0,60.0
GT09Cw,PM,4,Oshawa Station,Whitby Station,4.25,90.0
GT09Cw,PM,5,Whitby Station,Ajax Station,6.25,90.0
GT09Cw,PM,6,Ajax Station,Pickering Station,3.75,90.0
GT09Cw,PM,7,Pickering Station,East Harbour Station,20.75,60.0
GT09Cw,PM,8,East Harbour Station,Union Station,5.0,0.0
GT09Dw,AM,0,Bowmanville Station,Courtice Station,5.75,60.0
GT09Dw,AM,1,Courtice Station,Ritson Station,5.5,60.0
GT09Dw,AM,2,Ritson Station,Thornton's Corners,4.75,60.0
GT09Dw,AM,3,Thornton's Corners,Oshawa Station,4.0,60.0
GT09Dw,AM,4,Oshawa Station,Whitby Station,4.25,90.0
GT09Dw,AM,5,Whitby Station,Ajax Station,6.25,90.0
GT09Dw,AM,6,Ajax Station,Pickering Station,3.75,90.0
GT09Dw,AM,7,Pickering Station,East Harbour Station,20.75,60.0
GT09Dw,AM,8,East Harbour Station,Union Station,5.0,0.0
GT09Dw,PM,0,Bowmanville Station,Courtice Station,5.75,60.0
GT09Dw,PM,1,Courtice Station,Ritson Station,5.5,60.0
GT09Dw,PM,2,Ritson Station,Thornton's Corners,4.75,60.0
GT09Dw,PM,3,Thornton's Corners,Oshawa Station,4.0,60.0
GT09Dw,PM,4,Oshawa Station,Whitby Station,4.25,90.0
GT09Dw,PM,5,Whitby Station,Ajax Station,6.25,90.0
GT09Dw,PM,6,Ajax Station,Pickering Station,3.75,90.0
GT09Dw,PM,7,Pickering Station,East Harbour Station,20.75,60.0
GT09Dw,PM,8,East Harbour Station,Union Station,5.0,0.0
GT09Ae,EV,0,Union Station,East Harbour Station,3.5,60.0
GT09Ae,EV,1,East Harbour Station,Danforth Station,4.0,60.0
GT09Ae,EV,2,Danforth Station,Scarborough Station,4.5,60.0
